feature_name,omics_layer,feature_type,reported_direction,n_studies,n_records,direction_consistency_ratio,evidence_frequency_score,direction_score,effect_strength_score,disease_subtype_coverage_score,activity_stage_coverage_score,trajectory_outcome_coverage_score,disease_trajectory_score,mechanism_score,model_score,conservative_total_score,available_evidence_score,evidence_completeness,evidence_level,fingerprint_category,effect_strength_status,source_study_ids,source_record_ids,source_comparisons,source_omics_layers,source_model_tasks,source_mechanism_mapping_file,score_reasoning_text,original_feature_name,taxonomic_rank_or_metabolite_class,mechanistic_category,mechanism_categories_from_mapping,model_sources,meta_support_sources,candidate_evidence_strength,recommended_use,caution_notes,normalized_feature_key,metabolite_normalized_key,family_key,genus_key,species_key,exact_feature_key,linkage_method,linkage_confidence,linkage_warning,matched_evidence_count,matched_evidence_sources,matched_evidence_types,matched_evidence_tasks,matched_evidence_record_ids,parsed_disease_subtype,parsed_activity_stage,parsed_trajectory_outcome,tier1_strict_core_flag,tier2_cross_study_directional_flag,tier3_gut_omics_mechanism_model_flag,tier4_model_prioritized_flag,tier5_remaining_exploratory_flag,primary_candidate_tier,all_candidate_tiers,revised_candidate_category,model_task,model_evidence_source,candidate_id,feature_label,manuscript_evidence_tier,direct_detected_feature,model_layer_meta_feature_status,retention_status,source_candidate_table,source_candidate_sheet,source_excel_row
Lactobacillus,microbiome,differential_taxa,up,1.0,5,1.0,5.0,20.0,9.43176026908572,0.0,0,0.0,0.0,,,34.4317602690857,49.1882289558367,0.7,E1,exploratory features,available,S0094,<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3645;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3696;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3766;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3820;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3942,,microbiome,,,Frequency=5/20 from unique studies n=1; Direction=20/20 with consistency=1; Effect=9.4/15; Trajectory=0/15; Mechanism=not_available; Model=not_available; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,Lactobacillus,,,,,,,,,lactobacillus,,,lactobacillus,,lactobacillus,exact_feature_match,high,,7,directional_records;directional_synthesis;features_ranked_for_paper,directional_evidence_record;directional_evidence_synthesis;ranked_meta_like_support,,directional_records::240;directional_records::291;directional_records::361;directional_records::415;directional_records::537;directional_synthesis::8709;features_ranked_for_paper::8709,,,,False,False,False,False,True,Tier 5 - remaining single-study/exploratory evidence,Tier 5 - remaining single-study/exploratory evidence,remaining single-study or exploratory candidate fingerprint feature,,directional_records;directional_synthesis;features_ranked_for_paper,Lactobacillus,Lactobacillus,Evidence Tier III,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,6068
Lactococcus,microbiome,differential_taxa,mixed,1.0,2,0.5,5.0,10.0,1.17584732004126,0.0,0,0.0,0.0,,,16.1758473200413,23.1083533143447,0.7,E1,exploratory features,available,S0094,<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3869;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::4226,,microbiome,,,Frequency=5/20 from unique studies n=1; Direction=10/20 with consistency=0.5; Effect=1.2/15; Trajectory=0/15; Mechanism=not_available; Model=not_available; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,Lactococcus,,,,,,,,,lactococcus,,,lactococcus,,lactococcus,exact_feature_match,high,,4,directional_records;directional_synthesis;features_ranked_for_paper,directional_evidence_record;directional_evidence_synthesis;ranked_meta_like_support,,directional_records::464;directional_records::821;directional_synthesis::9810;features_ranked_for_paper::9810,,,,False,False,False,False,True,Tier 5 - remaining single-study/exploratory evidence,Tier 5 - remaining single-study/exploratory evidence,remaining single-study or exploratory candidate fingerprint feature,,directional_records;directional_synthesis;features_ranked_for_paper,Lactococcus,Lactococcus,Evidence Tier III,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,9319
Lactonifactor,microbiome,differential_taxa,up,1.0,1,1.0,5.0,20.0,9.43176026908572,0.0,0,0.0,0.0,,,34.4317602690857,49.1882289558367,0.7,E1,exploratory features,available,S0094,<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3936,,microbiome,,,Frequency=5/20 from unique studies n=1; Direction=20/20 with consistency=1; Effect=9.4/15; Trajectory=0/15; Mechanism=not_available; Model=not_available; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,Lactonifactor,,,,,,,,,lactonifactor,,,lactonifactor,,lactonifactor,exact_feature_match,high,,3,directional_records;directional_synthesis;features_ranked_for_paper,directional_evidence_record;directional_evidence_synthesis;ranked_meta_like_support,,directional_records::531;directional_synthesis::8710;features_ranked_for_paper::8710,,,,False,False,False,False,True,Tier 5 - remaining single-study/exploratory evidence,Tier 5 - remaining single-study/exploratory evidence,remaining single-study or exploratory candidate fingerprint feature,,directional_records;directional_synthesis;features_ranked_for_paper,Lactonifactor,Lactonifactor,Evidence Tier III,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,6069
Megamonas,microbiome,differential_taxa,up,1.0,1,1.0,5.0,20.0,9.43176026908572,0.0,0,0.0,0.0,,,34.4317602690857,49.1882289558367,0.7,E1,exploratory features,available,S0094,<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::4015,,microbiome,,,Frequency=5/20 from unique studies n=1; Direction=20/20 with consistency=1; Effect=9.4/15; Trajectory=0/15; Mechanism=not_available; Model=not_available; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,Megamonas,,,,,,,,,megamonas,,,megamonas,,megamonas,exact_feature_match,high,,3,directional_records;directional_synthesis;features_ranked_for_paper,directional_evidence_record;directional_evidence_synthesis;ranked_meta_like_support,,directional_records::610;directional_synthesis::8711;features_ranked_for_paper::8711,,,,False,False,False,False,True,Tier 5 - remaining single-study/exploratory evidence,Tier 5 - remaining single-study/exploratory evidence,remaining single-study or exploratory candidate fingerprint feature,,directional_records;directional_synthesis;features_ranked_for_paper,Megamonas,Megamonas,Evidence Tier III,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,6517
Megasphaera,microbiome,differential_taxa,up,1.0,3,1.0,5.0,20.0,15.0,0.0,0,0.0,0.0,,,40.0,57.1428571428571,0.7,E1,exploratory features,available,S0094,<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3438;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3484;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3801,,microbiome,,,Frequency=5/20 from unique studies n=1; Direction=20/20 with consistency=1; Effect=15/15; Trajectory=0/15; Mechanism=not_available; Model=not_available; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,Megasphaera,,,,,,,,,megasphaera,,,megasphaera,,megasphaera,exact_feature_match,high,,5,directional_records;directional_synthesis;features_ranked_for_paper,directional_evidence_record;directional_evidence_synthesis;ranked_meta_like_support,,directional_records::33;directional_records::396;directional_records::79;directional_synthesis::8923;features_ranked_for_paper::8923,,,,False,False,False,False,True,Tier 5 - remaining single-study/exploratory evidence,Tier 5 - remaining single-study/exploratory evidence,remaining single-study or exploratory candidate fingerprint feature,,directional_records;directional_synthesis;features_ranked_for_paper,Megasphaera,Megasphaera,Evidence Tier III,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1651
Methanobrevibacter,microbiome,differential_taxa,down,1.0,2,1.0,5.0,20.0,15.0,0.0,0,0.0,0.0,,,40.0,57.1428571428571,0.7,E1,exploratory features,available,S0094,<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3406;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3998,,microbiome,,,Frequency=5/20 from unique studies n=1; Direction=20/20 with consistency=1; Effect=15/15; Trajectory=0/15; Mechanism=not_available; Model=not_available; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,Methanobrevibacter,,,,,,,,,methanobrevibacter,,,methanobrevibacter,,methanobrevibacter,exact_feature_match,high,,4,directional_records;directional_synthesis;features_ranked_for_paper,directional_evidence_record;directional_evidence_synthesis;ranked_meta_like_support,,directional_records::1;directional_records::593;directional_synthesis::8712;features_ranked_for_paper::8712,,,,False,False,False,False,True,Tier 5 - remaining single-study/exploratory evidence,Tier 5 - remaining single-study/exploratory evidence,remaining single-study or exploratory candidate fingerprint feature,,directional_records;directional_synthesis;features_ranked_for_paper,Methanobrevibacter,Methanobrevibacter,Evidence Tier III,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1652
Mogibacterium,microbiome,differential_taxa,down,1.0,2,1.0,5.0,20.0,9.43176026908572,0.0,0,0.0,0.0,,,34.4317602690857,49.1882289558367,0.7,E1,exploratory features,available,S0094,<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3665;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::4095,,microbiome,,,Frequency=5/20 from unique studies n=1; Direction=20/20 with consistency=1; Effect=9.4/15; Trajectory=0/15; Mechanism=not_available; Model=not_available; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,Mogibacterium,,,,,,,,,mogibacterium,,,mogibacterium,,mogibacterium,exact_feature_match,high,,4,directional_records;directional_synthesis;features_ranked_for_paper,directional_evidence_record;directional_evidence_synthesis;ranked_meta_like_support,,directional_records::260;directional_records::690;directional_synthesis::8713;features_ranked_for_paper::8713,,,,False,False,False,False,True,Tier 5 - remaining single-study/exploratory evidence,Tier 5 - remaining single-study/exploratory evidence,remaining single-study or exploratory candidate fingerprint feature,,directional_records;directional_synthesis;features_ranked_for_paper,Mogibacterium,Mogibacterium,Evidence Tier III,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,6518
Odoribacter,microbiome,differential_taxa,down,1.0,2,1.0,5.0,20.0,10.6212819667866,0.0,0,0.0,0.0,,,35.6212819667866,50.887545666838,0.7,E1,exploratory features,available,S0094,<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3481;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::4199,,microbiome,,,Frequency=5/20 from unique studies n=1; Direction=20/20 with consistency=1; Effect=10.6/15; Trajectory=0/15; Mechanism=not_available; Model=not_available; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,Odoribacter,,,,,,,,,odoribacter,,,odoribacter,,odoribacter,exact_feature_match,high,,4,directional_records;directional_synthesis;features_ranked_for_paper,directional_evidence_record;directional_evidence_synthesis;ranked_meta_like_support,,directional_records::76;directional_records::794;directional_synthesis::8714;features_ranked_for_paper::8714,,,,False,False,False,False,True,Tier 5 - remaining single-study/exploratory evidence,Tier 5 - remaining single-study/exploratory evidence,remaining single-study or exploratory candidate fingerprint feature,,directional_records;directional_synthesis;features_ranked_for_paper,Odoribacter,Odoribacter,Evidence Tier III,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1707
Oscillibacter,microbiome,differential_taxa,down,1.0,15,1.0,5.0,20.0,14.4504318596474,0.0,0,0.0,0.0,,,39.4504318596474,56.3577597994963,0.7,E1,exploratory features,available,S0094,<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3458;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3483;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3559;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3634;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3698;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3736;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3808;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3865;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::4175;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::4217;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::4252;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::4274;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::4289;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::4310;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::4316,,microbiome,,,Frequency=5/20 from unique studies n=1; Direction=20/20 with consistency=1; Effect=14.5/15; Trajectory=0/15; Mechanism=not_available; Model=not_available; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,Oscillibacter,,,,,,,,,oscillibacter,,,oscillibacter,,oscillibacter,exact_feature_match,high,,17,directional_records;directional_synthesis;features_ranked_for_paper,directional_evidence_record;directional_evidence_synthesis;ranked_meta_like_support,,directional_records::154;directional_records::229;directional_records::293;directional_records::331;directional_records::403;directional_records::460;directional_records::53;directional_records::770;directional_records::78;directional_records::812;directional_records::847;directional_records::869;directional_records::884;directional_records::905;directional_records::911;directional_synthesis::8742;features_ranked_for_paper::8742,,,,False,False,False,False,True,Tier 5 - remaining single-study/exploratory evidence,Tier 5 - remaining single-study/exploratory evidence,remaining single-study or exploratory candidate fingerprint feature,,directional_records;directional_synthesis;features_ranked_for_paper,Oscillibacter,Oscillibacter,Evidence Tier III,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1663
Oxalobacteraceae_unclassified,microbiome,differential_taxa,down,1.0,1,1.0,5.0,20.0,9.43176026908572,0.0,0,0.0,0.0,,,34.4317602690857,49.1882289558367,0.7,E1,exploratory features,available,S0094,<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3768,,microbiome,,,Frequency=5/20 from unique studies n=1; Direction=20/20 with consistency=1; Effect=9.4/15; Trajectory=0/15; Mechanism=not_available; Model=not_available; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,Oxalobacteraceae_unclassified,,,,,,,,,oxalobacteraceae_unclassified,,,oxalobacteraceae_unclassified,oxalobacteraceae_unclassified,oxalobacteraceae_unclassified,exact_feature_match,high,,3,directional_records;directional_synthesis;features_ranked_for_paper,directional_evidence_record;directional_evidence_synthesis;ranked_meta_like_support,,directional_records::363;directional_synthesis::8715;features_ranked_for_paper::8715,,,,False,False,False,False,True,Tier 5 - remaining single-study/exploratory evidence,Tier 5 - remaining single-study/exploratory evidence,remaining single-study or exploratory candidate fingerprint feature,,directional_records;directional_synthesis;features_ranked_for_paper,Oxalobacteraceae_unclassified,Oxalobacteraceae unclassified,Evidence Tier III,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,6723
Parabacteroides,microbiome,differential_taxa,down,1.0,12,1.0,5.0,20.0,7.17094582591078,0.0,0,0.0,0.0,,,32.1709458259108,45.9584940370154,0.7,E1,exploratory features,available,S0094,<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3519;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3676;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3762;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3773;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3928;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3930;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3987;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::4106;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::4163;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::4201;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::4243;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::4259,,microbiome,,,Frequency=5/20 from unique studies n=1; Direction=20/20 with consistency=1; Effect=7.2/15; Trajectory=0/15; Mechanism=not_available; Model=not_available; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,Parabacteroides,,,,,,,,,parabacteroides,,,parabacteroides,,parabacteroides,exact_feature_match,high,,14,directional_records;directional_synthesis;features_ranked_for_paper,directional_evidence_record;directional_evidence_synthesis;ranked_meta_like_support,,directional_records::114;directional_records::271;directional_records::357;directional_records::368;directional_records::523;directional_records::525;directional_records::582;directional_records::701;directional_records::758;directional_records::796;directional_records::838;directional_records::854;directional_synthesis::8734;features_ranked_for_paper::8734,,,,False,False,False,False,True,Tier 5 - remaining single-study/exploratory evidence,Tier 5 - remaining single-study/exploratory evidence,remaining single-study or exploratory candidate fingerprint feature,,directional_records;directional_synthesis;features_ranked_for_paper,Parabacteroides,Parabacteroides,Evidence Tier III,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,8551
Paraprevotella,microbiome,differential_taxa,down,1.0,3,1.0,5.0,20.0,9.43176026908572,0.0,0,0.0,0.0,,,34.4317602690857,49.1882289558367,0.7,E1,exploratory features,available,S0094,<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3586;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3783;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::4335,,microbiome,,,Frequency=5/20 from unique studies n=1; Direction=20/20 with consistency=1; Effect=9.4/15; Trajectory=0/15; Mechanism=not_available; Model=not_available; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,Paraprevotella,,,,,,,,,paraprevotella,,,paraprevotella,,paraprevotella,exact_feature_match,high,,5,directional_records;directional_synthesis;features_ranked_for_paper,directional_evidence_record;directional_evidence_synthesis;ranked_meta_like_support,,directional_records::181;directional_records::378;directional_records::930;directional_synthesis::8716;features_ranked_for_paper::8716,,,,False,False,False,False,True,Tier 5 - remaining single-study/exploratory evidence,Tier 5 - remaining single-study/exploratory evidence,remaining single-study or exploratory candidate fingerprint feature,,directional_records;directional_synthesis;features_ranked_for_paper,Paraprevotella,Paraprevotella,Evidence Tier III,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,7046
Parasutterella,microbiome,differential_taxa,up,1.0,2,1.0,5.0,20.0,9.43176026908572,0.0,0,0.0,0.0,,,34.4317602690857,49.1882289558367,0.7,E1,exploratory features,available,S0094,<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::3822;<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/模型数据/06_特征候选池/core_differential_taxa_directionality_cleaned.xlsx::Sheet1::4241,,microbiome,,,Frequency=5/20 from unique studies n=1; Direction=20/20 with consistency=1; Effect=9.4/15; Trajectory=0/15; Mechanism=not_available; Model=not_available; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,Parasutterella,,,,,,,,,parasutterella,,,parasutterella,,parasutterella,exact_feature_match,high,,4,directional_records;directional_synthesis;features_ranked_for_paper,directional_evidence_record;directional_evidence_synthesis;ranked_meta_like_support,,directional_records::417;directional_records::836;directional_synthesis::8717;features_ranked_for_paper::8717,,,,False,False,False,False,True,Tier 5 - remaining single-study/exploratory evidence,Tier 5 - remaining single-study/exploratory evidence,remaining single-study or exploratory candidate fingerprint feature,,directional_records;directional_synthesis;features_ranked_for_paper,Parasutterella,Parasutterella,Evidence Tier III,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,7047
