feature_id,feature_label,omics_layer,original_primary_candidate_tier,direct_detected_feature,result_level_evidence_present,n_evidence_records,n_independent_studies,n_direction_coded_records,n_increase_records,n_decrease_records,majority_direction_ratio,n_significant_records,n_significant_independent_studies,median_effect_percentile,best_effect_percentile,disease_context_count,has_activity_or_remission_evidence,has_longitudinal_or_treatment_evidence,mechanism_level,feature_in_locked_model_space,nonzero_coefficient_count,supported_task_count,selection_frequency,primary_axis_support,permutation_supported_modality,evidence_frequency_raw_bin,evidence_frequency_score,direction_raw_bin,direction_score,effect_raw_bin,effect_strength_score,disease_process_raw_bin,disease_process_score,mechanism_raw_bin,mechanism_score,model_raw_bin,model_support_score,conservative_total_score,available_max_score,available_evidence_normalized_score,evidence_completeness,recalculated_manuscript_evidence_tier,tier_match_flag,tier_mismatch_reason,score_source_status,any_absence_defined_zero,any_reconstructed_nonzero,provenance_complete_flag,manual_review_flag
2_furoic_acid,2_furoic_acid,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,3,2,0,0,0,,1,1,0.9117647058823529,0.9117647058823529,1,True,False,0,True,1,1,0.0,True,False,2,8.0,0,0.0,5,15.0,1,3.0,0,0.0,2,6.0,32.0,100,32.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
fusobacteriaceae_g_fusobacterium_asv15520,fusobacteriaceae_g_fusobacterium_asv15520,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,6,2,0,0,0,,1,1,0.7830188679245284,0.7830188679245284,0,False,False,0,True,1,1,0.0,True,False,2,8.0,0,0.0,1,3.0,0,0.0,0,0.0,2,6.0,17.0,100,17.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
ruminococcaceae_g_oscillospira_asv12702,ruminococcaceae_g_oscillospira_asv12702,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,True,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:1.11.1.15,EC:1.11.1.15,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,13,8,0,0,0,,2,2,0.171875,0.171875,1,False,True,0,True,1,3,0.0,True,True,5,20.0,0,0.0,1,3.0,1,3.0,0,0.0,3,9.0,35.0,100,35.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__kSGB_1790:Species:k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Odoribacteraceae_g__Odoribacter_s__Odoribacter_splanchnicus_t__SGB1790__dup20,kSGB_1790:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus|t__SGB1790,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,3493,198,217,90,127,0.585,153,38,0.7727272727272727,0.9983590937963159,6,True,True,0,True,1,1,0.0,False,True,5,20.0,1,4.0,5,15.0,5,15.0,0,0.0,2,6.0,60.0,100,60.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__kSGB_5082:Species:k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Eubacteriaceae_g__Eubacterium_s__Eubacterium_eligens_t__SGB5082__dup4,kSGB_5082:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens|t__SGB5082,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,10630,281,558,212,346,0.62,559,51,0.7262448701703954,1.0,6,True,True,0,True,1,1,0.0,False,True,5,20.0,2,8.0,3,9.0,5,15.0,0,0.0,2,6.0,58.0,100,57.99999999999999,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__uSGB_6276:Other:k__Bacteria_p__Firmicutes_c__CFGB1765_o__OFGB1765_f__FGB1765_g__GGB4552_s__GGB4552_SGB6276_t__SGB6276__dup2,uSGB_6276:Other:k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4552|s__GGB4552_SGB6276|t__SGB6276,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,5978,182,537,203,334,0.622,406,30,0.7287951283166594,0.9989125706829056,6,True,True,0,True,1,1,0.0,False,True,5,20.0,2,8.0,3,9.0,5,15.0,0,0.0,2,6.0,58.0,100,57.99999999999999,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__kSGB_2303:Species:k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__Alistipes_s__Alistipes_onderdonkii_t__SGB2303__dup13,kSGB_2303:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii|t__SGB2303,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,5064,234,245,98,147,0.6,190,45,0.7547846889952153,0.9989292406531632,6,True,True,0,True,1,1,0.0,False,True,5,20.0,2,8.0,5,15.0,5,15.0,0,0.0,2,6.0,64.0,100,64.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
2_2_dimethyladipic_acid,2_2_dimethyladipic_acid,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,6,2,0,0,0,,2,2,0.8570652173913043,0.975,0,False,False,0,True,1,1,0.0,True,False,2,8.0,0,0.0,5,15.0,0,0.0,0,0.0,2,6.0,29.0,100,28.999999999999996,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
phenylpyruvate,phenylpyruvate,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,25,9,0,0,0,,3,2,0.875,1.0,0,False,False,0,True,1,1,0.0,True,False,5,20.0,0,0.0,5,15.0,0,0.0,0,0.0,2,6.0,41.0,100,41.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__ANGPTL4,ANGPTL4,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,139,52,1,0,1,1.0,70,18,0.5,1.0,3,True,True,0,True,1,1,0.0,False,True,5,20.0,1,4.0,3,9.0,4,12.0,0,0.0,2,6.0,51.0,100,51.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:5.99.1.3,EC:5.99.1.3,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,9,6,0,0,0,,4,2,0.7178819444444444,0.8888888888888888,1,False,True,0,True,1,3,0.0,True,True,4,16.0,0,0.0,3,9.0,1,3.0,0,0.0,3,9.0,37.0,100,37.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:5.4.99.12,EC:5.4.99.12,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,12,8,0,0,0,,3,3,0.6886160714285714,0.984375,1,False,True,0,True,1,3,0.0,True,True,5,20.0,0,0.0,3,9.0,1,3.0,0,0.0,3,9.0,41.0,100,41.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__modified_GHAS,modified_GHAS,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,17,2,0,0,0,,0,0,,,1,True,False,0,True,1,1,0.0,False,True,2,8.0,0,0.0,0,0.0,1,3.0,0,0.0,2,6.0,17.0,100,17.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__SLC26A4,SLC26A4,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,53,26,0,0,0,,17,9,0.5111940298507462,0.9565217391304348,4,True,True,0,True,1,1,0.0,False,True,5,20.0,0,0.0,3,9.0,5,15.0,0,0.0,2,6.0,50.0,100,50.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
maltose_lactose,maltose_lactose,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,3,2,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,True,False,2,8.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,14.0,100,14.000000000000002,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
clostridium_s_aldenense_asv09503,clostridium_s_aldenense_asv09503,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,5,2,0,0,0,,2,1,0.7017543859649122,1.0,0,False,False,0,True,1,1,0.0,True,False,2,8.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,23.0,100,23.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
streptococcus_s_luteciae_asv12296,streptococcus_s_luteciae_asv12296,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,5,2,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,True,False,2,8.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,14.0,100,14.000000000000002,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__C2CD4A,C2CD4A,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,79,40,1,0,1,1.0,33,18,0.5970149253731343,1.0,4,True,True,0,True,1,1,0.0,False,True,5,20.0,1,4.0,3,9.0,5,15.0,0,0.0,2,6.0,54.0,100,54.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__CXCL5,CXCL5,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,242,72,2,1,1,0.5,66,25,0.825,1.0,6,True,True,0,True,1,1,0.0,False,True,5,20.0,1,4.0,5,15.0,5,15.0,0,0.0,2,6.0,60.0,100,60.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:2.7.2.4,EC:2.7.2.4,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,17,11,0,0,0,,5,4,0.38095238095238093,0.6976744186046512,1,False,True,0,True,1,3,0.0,True,True,5,20.0,0,0.0,1,3.0,1,3.0,0,0.0,3,9.0,35.0,100,35.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__IGHV2-70,IGHV2-70,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,24,14,0,0,0,,9,5,0.8125,0.9333333333333333,1,False,True,0,True,1,1,0.0,False,True,5,20.0,0,0.0,5,15.0,1,3.0,0,0.0,2,6.0,44.0,100,44.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__RHOD,RHOD,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,False,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__kSGB_1948:Species:k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Tannerellaceae_g__Parabacteroides_s__Parabacteroides_johnsonii_t__SGB1948__dup3,kSGB_1948:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_johnsonii|t__SGB1948,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,4170,216,223,90,133,0.596,162,43,0.7324300699300699,0.9983590937963159,6,True,True,0,True,1,1,0.0,False,True,5,20.0,1,4.0,3,9.0,5,15.0,0,0.0,2,6.0,54.0,100,54.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EPCAM_TPM,EPCAM_TPM,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,5,1,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,False,True,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,10.0,100,10.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:1.1.1.100,EC:1.1.1.100,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,12,8,0,0,0,,6,3,0.9310344827586207,0.9891304347826086,1,False,True,0,True,1,3,0.0,True,True,5,20.0,0,0.0,5,15.0,1,3.0,0,0.0,3,9.0,47.0,100,47.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:1.3.5.4,EC:1.3.5.4,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,14,6,0,0,0,,6,4,0.6878460686600221,0.8775510204081632,0,False,False,0,True,1,3,0.0,True,True,4,16.0,0,0.0,3,9.0,0,0.0,0,0.0,3,9.0,34.0,100,34.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:2.1.1.37,EC:2.1.1.37,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,10,7,0,0,0,,4,2,0.6904761904761905,0.6904761904761905,1,False,True,0,True,1,3,0.0,True,True,4,16.0,0,0.0,3,9.0,1,3.0,0,0.0,3,9.0,37.0,100,37.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:2.1.2.3,EC:2.1.2.3,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,17,8,0,0,0,,5,3,0.4523809523809524,0.8367346938775511,1,False,True,0,True,1,3,0.0,True,True,5,20.0,0,0.0,1,3.0,1,3.0,0,0.0,3,9.0,35.0,100,35.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:2.2.1.6,EC:2.2.1.6,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,18,12,0,0,0,,6,6,0.893687707641196,1.0,1,False,True,0,True,1,3,0.0,True,True,5,20.0,0,0.0,5,15.0,1,3.0,0,0.0,3,9.0,47.0,100,47.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:2.3.1.51,EC:2.3.1.51,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,10,7,0,0,0,,2,2,0.4296875,0.4296875,1,False,True,0,True,1,3,0.0,True,True,4,16.0,0,0.0,1,3.0,1,3.0,0,0.0,3,9.0,31.0,100,31.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:2.5.1.75,EC:2.5.1.75,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,7,4,0,0,0,,0,0,,,0,False,False,0,True,1,3,0.0,True,True,3,12.0,0,0.0,0,0.0,0,0.0,0,0.0,3,9.0,21.0,100,21.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:2.7.4.14,EC:2.7.4.14,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,13,6,0,0,0,,6,3,0.8975812547241119,0.9375,1,False,True,0,True,1,3,0.0,True,True,4,16.0,0,0.0,5,15.0,1,3.0,0,0.0,3,9.0,43.0,100,43.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:3.1.3.48,EC:3.1.3.48,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,11,8,0,0,0,,3,3,0.967391304347826,1.0,1,False,True,0,True,1,3,0.0,True,True,5,20.0,0,0.0,5,15.0,1,3.0,0,0.0,3,9.0,47.0,100,47.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:3.4.11.9,EC:3.4.11.9,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,12,6,0,0,0,,5,3,0.6397243107769424,0.9456521739130435,1,False,True,0,True,1,3,0.0,True,True,4,16.0,0,0.0,3,9.0,1,3.0,0,0.0,3,9.0,37.0,100,37.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:3.4.21.102,EC:3.4.21.102,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,11,6,0,0,0,,6,3,0.839109781843772,1.0,1,False,True,0,True,1,3,0.0,True,True,4,16.0,0,0.0,5,15.0,1,3.0,0,0.0,3,9.0,43.0,100,43.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:3.5.4.10,EC:3.5.4.10,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,11,3,0,0,0,,3,2,0.7959183673469388,0.8275862068965517,0,False,False,0,True,1,3,0.0,True,True,3,12.0,0,0.0,4,12.0,0,0.0,0,0.0,3,9.0,33.0,100,33.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:3.6.1.66,EC:3.6.1.66,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,6,3,0,0,0,,0,0,,,0,False,False,0,True,1,3,0.0,True,True,3,12.0,0,0.0,0,0.0,0,0.0,0,0.0,3,9.0,21.0,100,21.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:3.6.3.34,EC:3.6.3.34,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,9,6,0,0,0,,3,2,0.548108552631579,0.7368421052631579,1,False,True,0,True,1,3,0.0,True,True,4,16.0,0,0.0,3,9.0,1,3.0,0,0.0,3,9.0,37.0,100,37.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:4.2.1.33,EC:4.2.1.33,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,13,9,0,0,0,,4,3,0.6580010775862069,0.6953125,1,False,True,0,True,1,3,0.0,True,True,5,20.0,0,0.0,3,9.0,1,3.0,0,0.0,3,9.0,41.0,100,41.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:4.2.1.35,EC:4.2.1.35,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,7,2,0,0,0,,3,1,0.603448275862069,0.9540816326530612,0,False,False,0,True,1,3,0.0,True,True,2,8.0,0,0.0,3,9.0,0,0.0,0,0.0,3,9.0,26.0,100,26.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:4.2.99.18,EC:4.2.99.18,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,10,7,0,0,0,,3,1,,,1,False,True,0,True,1,3,0.0,True,True,4,16.0,0,0.0,2,6.0,1,3.0,0,0.0,3,9.0,34.0,100,34.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:5.4.99.23,EC:5.4.99.23,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,9,3,0,0,0,,3,1,0.6724137931034483,0.8673469387755102,0,False,False,0,True,1,3,0.0,True,True,3,12.0,0,0.0,3,9.0,0,0.0,0,0.0,3,9.0,30.0,100,30.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:5.4.99.5,EC:5.4.99.5,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,17,10,0,0,0,,5,5,0.6520935960591133,0.984375,1,False,True,0,True,1,3,0.0,True,True,5,20.0,0,0.0,3,9.0,1,3.0,0,0.0,3,9.0,41.0,100,41.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:6.3.5.6,EC:6.3.5.6,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,14,7,0,0,0,,5,4,0.701104525862069,0.7380952380952381,1,False,True,0,True,1,3,0.0,True,True,4,16.0,0,0.0,3,9.0,1,3.0,0,0.0,3,9.0,37.0,100,37.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:6.3.5.7,EC:6.3.5.7,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,11,6,0,0,0,,1,1,0.896551724137931,0.896551724137931,1,True,False,0,True,1,3,0.0,True,True,4,16.0,0,0.0,1,3.0,1,3.0,0,0.0,3,9.0,31.0,100,31.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__uSGB_4303:Other:k__Bacteria_p__Firmicutes_c__CFGB1340_o__OFGB1340_f__FGB1340_g__GGB3256_s__GGB3256_SGB4303_t__SGB4303__dup3,uSGB_4303:Other:k__Bacteria|p__Firmicutes|c__CFGB1340|o__OFGB1340|f__FGB1340|g__GGB3256|s__GGB3256_SGB4303|t__SGB4303,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,5979,182,537,203,334,0.622,407,30,0.7287951283166594,0.9989125706829056,6,True,True,0,True,1,1,0.0,False,True,5,20.0,2,8.0,3,9.0,5,15.0,0,0.0,2,6.0,58.0,100,57.99999999999999,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__uSGB_15369:Other:k__Bacteria_p__Firmicutes_c__CFGB3068_o__OFGB3068_f__FGB3068_g__GGB9758_s__GGB9758_SGB15369_t__SGB15369,uSGB_15369:Other:k__Bacteria|p__Firmicutes|c__CFGB3068|o__OFGB3068|f__FGB3068|g__GGB9758|s__GGB9758_SGB15369|t__SGB15369,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,5979,182,537,203,334,0.622,407,30,0.7287951283166594,0.9989125706829056,6,True,True,0,True,1,1,0.0,False,True,5,20.0,2,8.0,3,9.0,5,15.0,0,0.0,2,6.0,58.0,100,57.99999999999999,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
gdca,gdca,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,True,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__ITGA2,ITGA2,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,151,57,1,0,1,1.0,66,18,0.5,1.0,5,True,True,0,True,1,1,0.0,False,True,5,20.0,1,4.0,3,9.0,5,15.0,0,0.0,2,6.0,54.0,100,54.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__CCDC170,CCDC170,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,65,32,0,0,0,,22,10,0.47058823529411764,1.0,1,False,True,0,True,1,1,0.0,False,True,5,20.0,0,0.0,5,15.0,1,3.0,0,0.0,2,6.0,44.0,100,44.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__kSGB_2301:Species:k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__Alistipes_s__Alistipes_finegoldii_t__SGB2301,kSGB_2301:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii|t__SGB2301,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,5064,234,245,98,147,0.6,190,45,0.7547846889952153,0.9989292406531632,6,True,True,0,True,1,1,0.0,False,True,5,20.0,2,8.0,5,15.0,5,15.0,0,0.0,2,6.0,64.0,100,64.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__kSGB_1836:Species:k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Bacteroidaceae_g__Bacteroides_s__Bacteroides_uniformis_t__SGB1836__dup36,kSGB_1836:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis|t__SGB1836,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,12625,300,257,103,154,0.599,652,55,0.7777777777777778,1.0,6,True,True,0,True,1,1,0.0,False,True,5,20.0,1,4.0,5,15.0,5,15.0,0,0.0,2,6.0,60.0,100,60.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__uSGB_4327:Family:k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Eubacteriaceae_g__GGB3277_s__GGB3277_SGB4327_t__SGB4327__dup2,uSGB_4327:Family:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__GGB3277|s__GGB3277_SGB4327|t__SGB4327,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,7094,231,545,208,337,0.618,464,37,0.7178094314426247,0.9989125706829056,6,True,True,0,True,1,1,0.0,False,True,5,20.0,2,8.0,3,9.0,5,15.0,0,0.0,2,6.0,58.0,100,57.99999999999999,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__IGKV2D-24,IGKV2D-24,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,15,10,0,0,0,,5,4,0.4,0.47619047619047616,0,False,False,0,True,1,1,0.0,False,True,5,20.0,0,0.0,1,3.0,0,0.0,0,0.0,2,6.0,29.0,100,28.999999999999996,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__kSGB_14496:Species:k__Bacteria_p__Actinobacteria_c__Coriobacteriia_o__Coriobacteriales_f__Coriobacteriaceae_g__Collinsella_s__Collinsella_aerofaciens_t__SGB1449__dup4,kSGB_14496:Species:k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens|t__SGB14496,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,2947,177,66,29,37,0.561,179,47,0.850587211831231,0.9989292406531632,6,True,True,0,True,1,1,0.0,False,True,5,20.0,1,4.0,5,15.0,5,15.0,0,0.0,2,6.0,60.0,100,60.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__kSGB_17244:Species:k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Bifidobacteriales_f__Bifidobacteriaceae_g__Bifidobacterium_s__Bifidobacterium_adolescentis__dup3,kSGB_17244:Species:k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis|t__SGB17244,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,4230,209,61,29,32,0.525,345,44,0.7882969095769856,0.9989292406531632,6,True,True,0,True,1,1,0.0,False,True,5,20.0,1,4.0,5,15.0,5,15.0,0,0.0,2,6.0,60.0,100,60.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__AQP3,AQP3,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,False,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
aminoadipate,aminoadipate,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,46,23,0,0,0,,8,5,0.6567164179104478,0.8292682926829268,2,True,True,0,True,1,1,0.0,True,False,5,20.0,0,0.0,3,9.0,2,6.0,0,0.0,2,6.0,41.0,100,41.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
hdca,hdca,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,True,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__IGHV4-31,IGHV4-31,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,28,16,0,0,0,,5,4,0.22842261904761904,0.23809523809523808,0,False,False,0,True,1,1,0.0,False,True,5,20.0,0,0.0,1,3.0,0,0.0,0,0.0,2,6.0,29.0,100,28.999999999999996,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
