task,modality,curve_type,x,y,threshold,fold,positive_class,notes
CD vs nonIBD,metabolome,ROC,0.3047619047619048,0.7182320441988951,0.7605695044022803,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.3142857142857143,0.7182320441988951,0.7569952757119973,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.3142857142857143,0.7237569060773481,0.7569805739560163,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.3142857142857143,0.7292817679558011,0.7478570755915361,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.3142857142857143,0.7348066298342542,0.7477530023272789,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.3238095238095238,0.7348066298342542,0.7337782494023458,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.3238095238095238,0.7403314917127072,0.7311787925935714,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.3238095238095238,0.7458563535911602,0.7303237420565017,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.3333333333333333,0.7458563535911602,0.7302193478443408,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.34285714285714286,0.7458563535911602,0.7293878094206006,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.34285714285714286,0.7513812154696132,0.7289328933624543,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.34285714285714286,0.7569060773480663,0.7249445179998729,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.34285714285714286,0.7624309392265194,0.7099250509612196,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.3523809523809524,0.7624309392265194,0.7002287759351653,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.3523809523809524,0.7679558011049724,0.6917281579576227,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.3523809523809524,0.7734806629834254,0.6886273666446909,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.3523809523809524,0.7790055248618785,0.6823741974328318,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.3523809523809524,0.7845303867403315,0.6783593973066259,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.3523809523809524,0.7900552486187845,0.6760495538495386,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.3523809523809524,0.7955801104972375,0.6589340585731261,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.3523809523809524,0.8011049723756906,0.6577197767191387,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.3523809523809524,0.8066298342541437,0.6528746829403829,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.3619047619047619,0.8066298342541437,0.6505792789380901,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.3619047619047619,0.8121546961325967,0.6387360465307271,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.3619047619047619,0.8176795580110497,0.6377760137590148,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.37142857142857144,0.8176795580110497,0.6344345991011816,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.38095238095238093,0.8176795580110497,0.6135990358348874,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.38095238095238093,0.8232044198895028,0.6123820137693401,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.38095238095238093,0.8287292817679558,0.5962965342027183,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.38095238095238093,0.8342541436464088,0.547517088185183,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.3904761904761905,0.8342541436464088,0.5415184646022485,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.4,0.8342541436464088,0.5354484433488015,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.4095238095238095,0.8342541436464088,0.5224387809070806,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.4095238095238095,0.8397790055248618,0.5136417674918009,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.41904761904761906,0.8397790055248618,0.51273616065354,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.42857142857142855,0.8397790055248618,0.4876393123491439,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.4380952380952381,0.8397790055248618,0.4853501356358564,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.44761904761904764,0.8397790055248618,0.481241894568638,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.44761904761904764,0.8453038674033149,0.4508855290820089,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.44761904761904764,0.850828729281768,0.4492214825532083,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.45714285714285713,0.850828729281768,0.4288632293147627,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.45714285714285713,0.856353591160221,0.4267305750326857,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.45714285714285713,0.861878453038674,0.4247178237255847,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.4666666666666667,0.861878453038674,0.3904723438475436,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.4666666666666667,0.8674033149171271,0.3855239819571379,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.47619047619047616,0.8674033149171271,0.3843724839892121,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.47619047619047616,0.8729281767955801,0.3757294552085488,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.47619047619047616,0.8784530386740331,0.3672035293862998,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.4857142857142857,0.8784530386740331,0.3592471120038438,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.49523809523809526,0.8784530386740331,0.3464313918222896,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.49523809523809526,0.8839779005524862,0.3189359142990505,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.5047619047619047,0.8839779005524862,0.3089143722013841,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.5142857142857142,0.8839779005524862,0.3041179496896197,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.5142857142857142,0.8895027624309392,0.2837257910340634,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.5142857142857142,0.8950276243093923,0.2823115604186367,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.5238095238095238,0.8950276243093923,0.2600732693788409,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.5333333333333333,0.8950276243093923,0.2573986839899081,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.5428571428571428,0.8950276243093923,0.2411867579441992,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.5428571428571428,0.9005524861878453,0.2407887721185452,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.5428571428571428,0.9060773480662984,0.2388399981522497,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.5523809523809524,0.9060773480662984,0.2325894111112675,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.5619047619047619,0.9060773480662984,0.2270926700786954,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.5619047619047619,0.9116022099447514,0.2238836811685527,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.5619047619047619,0.9171270718232044,0.2218099314075819,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.5714285714285714,0.9171270718232044,0.2131684023613069,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.580952380952381,0.9171270718232044,0.1986727744245991,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.5904761904761905,0.9171270718232044,0.1820772726464511,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.6,0.9171270718232044,0.1720029709746789,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.6,0.9226519337016574,0.1699015230416671,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.6095238095238096,0.9226519337016574,0.1689898104919509,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.6190476190476191,0.9226519337016574,0.1672932238077894,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.6190476190476191,0.9281767955801105,0.1652959438532124,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.6190476190476191,0.9337016574585635,0.1596786921854092,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.6285714285714286,0.9337016574585635,0.1592865768768318,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.638095238095238,0.9337016574585635,0.1503160780858078,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.638095238095238,0.9392265193370166,0.1497151398109284,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.6476190476190476,0.9392265193370166,0.1458758012364546,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.6571428571428571,0.9392265193370166,0.1393965441792716,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.6666666666666666,0.9392265193370166,0.1368078967604355,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.6666666666666666,0.9447513812154696,0.1365444937973207,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.6761904761904762,0.9447513812154696,0.1324531349111505,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.6761904761904762,0.9502762430939227,0.1295041508920866,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.6857142857142857,0.9502762430939227,0.1259029339293249,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.6952380952380952,0.9502762430939227,0.1216628367372783,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.7047619047619048,0.9502762430939227,0.1202676484901551,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.7142857142857143,0.9502762430939227,0.1140377701862237,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.7238095238095238,0.9502762430939227,0.1133009866750216,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.7238095238095238,0.9558011049723757,0.0943488201425448,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.7333333333333333,0.9558011049723757,0.0943212537754999,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.7428571428571429,0.9558011049723757,0.0904361929817676,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.7523809523809524,0.9558011049723757,0.0893841930574528,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.7619047619047619,0.9558011049723757,0.0804427053097874,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.7714285714285715,0.9558011049723757,0.075733007891031,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.780952380952381,0.9558011049723757,0.0742940804832201,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.7904761904761904,0.9558011049723757,0.0725874588458259,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.8,0.9558011049723757,0.0692686231721625,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.8,0.9613259668508287,0.0647115417195511,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.8,0.9668508287292817,0.0626137737016851,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.8095238095238095,0.9668508287292817,0.0485931915291906,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.819047619047619,0.9668508287292817,0.0456511825555164,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.8285714285714286,0.9668508287292817,0.0423902535283427,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.8380952380952381,0.9668508287292817,0.0413993074741308,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.8476190476190476,0.9668508287292817,0.039769574377831,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.8476190476190476,0.9723756906077348,0.0392375049282255,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.8476190476190476,0.9779005524861878,0.0255835195091989,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.8571428571428571,0.9779005524861878,0.0222060625042775,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.8571428571428571,0.9834254143646409,0.0216455710677191,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.8666666666666667,0.9834254143646409,0.0214300769956305,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.8761904761904762,0.9834254143646409,0.0196387831491954,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.8857142857142857,0.9834254143646409,0.0190867951698133,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.8952380952380953,0.9834254143646409,0.0156412331646773,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.9047619047619048,0.9834254143646409,0.0138579204608075,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.9047619047619048,0.988950276243094,0.0027208183044027,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.9142857142857143,0.988950276243094,0.0011579173103742,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.9238095238095239,0.988950276243094,0.0011550066930218,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.9333333333333333,0.988950276243094,0.0010380980160653,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.9428571428571428,0.988950276243094,0.0007771371682146,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.9428571428571428,0.994475138121547,0.0007753369107193,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.9428571428571428,1.0,0.0007455117013458,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.9523809523809523,1.0,0.0001430666408025,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.9619047619047619,1.0,4.253207146274805e-05,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.9714285714285714,1.0,1.617052195739476e-05,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.9809523809523809,1.0,1.5004204625569892e-05,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,0.9904761904761905,1.0,1.0920009552715764e-05,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,ROC,1.0,1.0,4.5068099163573e-06,pooled_oof,CD,x=FPR y=TPR pooled OOF
CD vs nonIBD,metabolome,PR,0.0055248618784530384,1.0,0.999999999999992,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.011049723756906077,1.0,0.9999999999995696,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.016574585635359115,1.0,0.99999999984015,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.022099447513812154,1.0,0.9999999956530206,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.027624309392265192,1.0,0.9999999878765644,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.03314917127071823,1.0,0.9999999517954332,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.03867403314917127,1.0,0.9999997913060495,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.04419889502762431,1.0,0.9999997074072594,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.049723756906077346,1.0,0.9999996552866148,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.055248618784530384,1.0,0.999998950161944,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.06077348066298342,1.0,0.9999984306951186,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.06629834254143646,1.0,0.9999984123367396,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.06629834254143646,0.9230769230769231,0.9999983972897312,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.0718232044198895,0.9285714285714286,0.9999982220037952,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.07734806629834254,0.9333333333333333,0.9999975212907612,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.08287292817679558,0.9375,0.9999950606058164,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.08287292817679558,0.8823529411764706,0.999994755474356,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.08839779005524862,0.8888888888888888,0.999992239346266,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.09392265193370165,0.8947368421052632,0.999989110194134,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.09944751381215469,0.9,0.9999866106920288,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.10497237569060773,0.9047619047619048,0.9999743919136218,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.11049723756906077,0.9090909090909091,0.999973581331682,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.11602209944751381,0.9130434782608695,0.9999687103893916,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.12154696132596685,0.9166666666666666,0.999964821795351,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.1270718232044199,0.92,0.999961955852488,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.13259668508287292,0.9230769230769231,0.9999612346040532,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.13812154696132597,0.9259259259259259,0.9999532279472906,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.143646408839779,0.9285714285714286,0.9999373075993192,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.143646408839779,0.896551724137931,0.999936617515004,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.143646408839779,0.8666666666666667,0.9999298509456988,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.14917127071823205,0.8709677419354839,0.9999244307200928,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.15469613259668508,0.875,0.999913515136526,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.16022099447513813,0.8787878787878788,0.9999007798544558,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.16022099447513813,0.8529411764705882,0.9998930120464944,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.16574585635359115,0.8571428571428571,0.9998772076756745,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.1712707182320442,0.8611111111111112,0.9998616147704874,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.17679558011049723,0.8648648648648649,0.999826438638597,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.18232044198895028,0.868421052631579,0.9998250010661516,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.1878453038674033,0.8717948717948718,0.999809465266642,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.19337016574585636,0.875,0.9997471938452696,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.19889502762430938,0.8780487804878049,0.9995933787673568,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.20441988950276244,0.8809523809523809,0.9995909120398846,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.20441988950276244,0.8604651162790697,0.999571940155184,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.20994475138121546,0.8636363636363636,0.9992416336398492,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.2154696132596685,0.8666666666666667,0.9991398698878736,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.22099447513812154,0.8695652173913043,0.9989091413108008,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.2265193370165746,0.8723404255319149,0.998872364077092,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.23204419889502761,0.875,0.9987653894627764,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.23756906077348067,0.8775510204081632,0.9987507794448316,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.2430939226519337,0.88,0.9987178503161832,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.24861878453038674,0.8823529411764706,0.9980571040665236,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.2541436464088398,0.8846153846153846,0.997854919532794,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.2596685082872928,0.8867924528301887,0.9978130409670624,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.26519337016574585,0.8888888888888888,0.9977469312303728,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.27071823204419887,0.8909090909090909,0.9977291811910722,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.27624309392265195,0.8928571428571429,0.9976645972180314,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.281767955801105,0.8947368421052632,0.9975546660267895,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.287292817679558,0.896551724137931,0.997516476964665,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.292817679558011,0.8983050847457628,0.9974125220876228,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.2983425414364641,0.9,0.9974107452594292,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.2983425414364641,0.8852459016393442,0.997330667872048,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.30386740331491713,0.8870967741935484,0.9971661382456518,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.30939226519337015,0.8888888888888888,0.9970236245550902,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.3149171270718232,0.890625,0.9969106279454488,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.32044198895027626,0.8923076923076924,0.9968659262605696,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.3259668508287293,0.8939393939393939,0.99686409607136,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.3259668508287293,0.8805970149253731,0.99664499044455,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.3314917127071823,0.8823529411764706,0.996639575018368,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.3370165745856354,0.8840579710144928,0.99660179372241,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.3425414364640884,0.8857142857142857,0.996307987942051,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.34806629834254144,0.8873239436619719,0.9962282796853736,pooled_oof,CD,x=recall y=precision pooled OOF
CD vs nonIBD,metabolome,PR,0.34806629834254144,0.875,0.9955245989724776,pooled_oof,CD,x=recall y=precision pooled OOF
