feature_id,feature_name,omics_type,feature_list_role,source_file,in_strict_coefficient_table,notes
HILp_QI20501,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI16492,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI22014,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI22023,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI20408,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI21205,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI1699,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI24651,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI24662,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI24860,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI20453,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI22831,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI23938,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI18514,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI23954,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI6926,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI20368,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI16471,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI23943,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI22786,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI22819,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI24573,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,True,unannotated_or_feature_only
HILp_QI14338,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI23047,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI18218,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI20742,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI21925,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI21945,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI19987,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI23535,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI16911,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI14980,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI22586,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI20743,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI22597,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI16884,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI18872,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI20025,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI24664,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI17572,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI19957,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI15567,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI18223,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI19289,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI19642,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI21119,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI25064,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI25233,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI13387,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI24047,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI16949,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI19688,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI18156,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI20825,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI20842,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI20867,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI25070,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI19687,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI16097,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI21219,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI22594,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI5353,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI16419,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI24397,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI24399,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI24414,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI17848,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI18164,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI23876,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI21790,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI16952,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI18132,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI17323,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI13690,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI24471,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI13701,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI24478,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI16888,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI18131,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI9119,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI20169,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI17331,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI21490,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI17301,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI20098,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI22660,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI14006,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI14027,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI18301,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI18578,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI24910,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI24934,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI18456,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI18228,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI17836,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI19645,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI23899,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,True,unannotated_or_feature_only
HILp_QI23519,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI23473,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI14414,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI14425,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI25104,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI18186,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI18719,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI23787,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI21066,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI21750,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI21418,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI21724,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI21574,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI19115,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI15163,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI15171,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI25270,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI19277,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,True,unannotated_or_feature_only
HILp_QI20868,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI23512,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI19106,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI19109,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI24158,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI24161,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI23491,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI24176,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI24182,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI20356,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI23183,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,True,unannotated_or_feature_only
HILp_QI21494,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI21539,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI21697,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI3670,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI21924,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,True,unannotated_or_feature_only
HILp_QI16101,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI19056,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI3591,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI18145,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI21224,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
